knot,p,q,Ord,Ordv_pq,Result
K4a1,2,3,1,2,False
K4a1,2,5,1,2,False
K4a1,2,7,1,2,False
K4a1,2,9,1,2,False
K4a1,2,11,1,2,False
K5a1,2,3,1,2,False
K5a1,2,5,1,3,True
K5a1,2,7,1,3,True
K5a1,2,9,1,3,True
K5a1,2,11,1,3,True
K6a1,2,7,1,2,False
K6a1,2,9,1,2,False
K6a1,2,11,1,2,False
K6a1,2,13,1,2,False
K6a1,2,15,1,2,False
K6a2,2,7,1,3,True
K6a2,2,9,1,3,True
K6a2,2,11,1,3,True
K6a2,2,13,1,3,True
K6a2,2,15,1,3,True
K6a3,2,3,1,2,False
K6a3,2,5,1,2,False
K6a3,2,7,1,2,False
K6a3,2,9,1,2,False
K6a3,2,11,1,2,False
K7a1,2,7,1,2,False
K7a1,2,9,1,2,False
K7a1,2,11,1,2,False
K7a1,2,13,1,2,False
K7a1,2,15,1,2,False
K7a2,2,7,1,3,True
K7a2,2,9,1,3,True
K7a2,2,11,1,3,True
K7a2,2,13,1,3,True
K7a2,2,15,1,3,True
K7a3,2,7,1,3,True
K7a3,2,9,1,3,True
K7a3,2,11,1,3,True
K7a3,2,13,1,3,True
K7a3,2,15,1,3,True
K7a4,2,3,1,2,False
K7a4,2,5,1,3,True
K7a4,2,7,1,3,True
K7a4,2,9,1,3,True
K7a4,2,11,1,3,True
K7a5,2,7,1,3,True
K7a5,2,9,1,3,True
K7a5,2,11,1,3,True
K7a5,2,13,1,3,True
K7a5,2,15,1,3,True
K7a6,2,3,1,2,False
K7a6,2,5,1,3,True
K7a6,2,7,1,3,True
K7a6,2,9,1,3,True
K7a6,2,11,1,3,True
K8a1,2,7,1,3,True
K8a1,2,9,1,3,True
K8a1,2,11,1,3,True
K8a1,2,13,1,3,True
K8a1,2,15,1,3,True
K8a2,2,7,1,3,True
K8a2,2,9,1,3,True
K8a2,2,11,1,3,True
K8a2,2,13,1,3,True
K8a2,2,15,1,3,True
K8a3,2,11,1,2,False
K8a3,2,13,1,2,False
K8a3,2,15,1,2,False
K8a3,2,17,1,2,False
K8a3,2,19,1,2,False
K8a4,2,7,1,2,False
K8a4,2,9,1,2,False
K8a4,2,11,1,2,False
K8a4,2,13,1,2,False
K8a4,2,15,1,2,False
K8a5,2,7,1,2,False
K8a5,2,9,1,2,False
K8a5,2,11,1,2,False
K8a5,2,13,1,2,False
K8a5,2,15,1,2,False
K8a6,2,11,1,2,False
K8a6,2,13,1,2,False
K8a6,2,15,1,2,False
K8a6,2,17,1,2,False
K8a6,2,19,1,2,False
K8a7,2,7,1,2,False
K8a7,2,9,1,2,False
K8a7,2,11,1,2,False
K8a7,2,13,1,2,False
K8a7,2,15,1,2,False
K8a8,2,11,1,3,True
K8a8,2,13,1,3,True
K8a8,2,15,1,3,True
K8a8,2,17,1,3,True
K8a8,2,19,1,3,True
K8a9,2,7,1,3,True
K8a9,2,9,1,3,True
K8a9,2,11,1,3,True
K8a9,2,13,1,3,True
K8a9,2,15,1,3,True
K8a10,2,7,1,3,True
K8a10,2,9,1,3,True
K8a10,2,11,1,3,True
K8a10,2,13,1,3,True
K8a10,2,15,1,3,True
K8a11,2,3,1,2,False
K8a11,2,5,1,2,False
K8a11,2,7,1,2,False
K8a11,2,9,1,2,False
K8a11,2,11,1,2,False
K8a12,2,11,1,2,False
K8a12,2,13,1,2,False
K8a12,2,15,1,2,False
K8a12,2,17,1,2,False
K8a12,2,19,1,2,False
K8a13,2,11,1,3,True
K8a13,2,13,1,3,True
K8a13,2,15,1,3,True
K8a13,2,17,1,3,True
K8a13,2,19,1,3,True
K8a14,2,11,1,2,False
K8a14,2,13,1,2,False
K8a14,2,15,1,2,False
K8a14,2,17,1,2,False
K8a14,2,19,1,2,False
K8a15,2,11,1,2,False
K8a15,2,13,1,2,False
K8a15,2,15,1,2,False
K8a15,2,17,1,2,False
K8a15,2,19,1,2,False
K8a16,2,11,1,2,False
K8a16,2,13,1,2,False
K8a16,2,15,1,2,False
K8a16,2,17,1,2,False
K8a16,2,19,1,2,False
K8a17,2,7,1,2,False
K8a17,2,9,1,2,False
K8a17,2,11,1,2,False
K8a17,2,13,1,2,False
K8a17,2,15,1,2,False
K8a18,2,3,1,2,False
K8a18,2,5,1,2,False
K8a18,2,7,1,2,False
K8a18,2,9,1,2,False
K8a18,2,11,1,2,False
K8n1,2,7,1,2,False
K8n1,2,9,1,2,False
K8n1,2,11,1,2,False
K8n1,2,13,1,2,False
K8n1,2,15,1,2,False
K8n2,2,7,1,3,True
K8n2,2,9,1,3,True
K8n2,2,11,1,3,True
K8n2,2,13,1,3,True
K8n2,2,15,1,3,True
K9a1,2,11,1,2,False
K9a1,2,13,1,2,False
K9a1,2,15,1,2,False
K9a1,2,17,1,2,False
K9a1,2,19,1,2,False
K9a2,2,11,1,3,True
K9a2,2,13,1,3,True
K9a2,2,15,1,3,True
K9a2,2,17,1,3,True
K9a2,2,19,1,3,True
K9a3,2,7,1,2,False
K9a3,2,9,1,2,False
K9a3,2,11,1,2,False
K9a3,2,13,1,2,False
K9a3,2,15,1,2,False
K9a4,2,7,1,3,True
K9a4,2,9,1,3,True
K9a4,2,11,1,3,True
K9a4,2,13,1,3,True
K9a4,2,15,1,3,True
K9a5,2,11,1,3,True
K9a5,2,13,1,3,True
K9a5,2,15,1,3,True
K9a5,2,17,1,3,True
K9a5,2,19,1,3,True
K9a6,2,11,1,2,False
K9a6,2,13,1,2,False
K9a6,2,15,1,2,False
K9a6,2,17,1,2,False
K9a6,2,19,1,2,False
K9a7,2,11,1,2,False
K9a7,2,13,1,2,False
K9a7,2,15,1,2,False
K9a7,2,17,1,2,False
K9a7,2,19,1,2,False
K9a8,2,7,1,3,True
K9a8,2,9,1,3,True
K9a8,2,11,1,3,True
K9a8,2,13,1,3,True
K9a8,2,15,1,3,True
K9a9,2,11,1,3,True
K9a9,2,13,1,3,True
K9a9,2,15,1,3,True
K9a9,2,17,1,3,True
K9a9,2,19,1,3,True
K9a10,2,7,1,2,False
K9a10,2,9,1,2,False
K9a10,2,11,1,2,False
K9a10,2,13,1,2,False
K9a10,2,15,1,2,False
K9a11,2,11,1,2,False
K9a11,2,13,1,2,False
K9a11,2,15,1,2,False
K9a11,2,17,1,2,False
K9a11,2,19,1,2,False
K9a12,2,11,1,2,False
K9a12,2,13,1,2,False
K9a12,2,15,1,2,False
K9a12,2,17,1,2,False
K9a12,2,19,1,2,False
K9a13,2,11,1,3,True
K9a13,2,13,1,3,True
K9a13,2,15,1,3,True
K9a13,2,17,1,3,True
K9a13,2,19,1,3,True
K9a14,2,11,1,3,True
K9a14,2,13,1,3,True
K9a14,2,15,1,3,True
K9a14,2,17,1,3,True
K9a14,2,19,1,3,True
K9a15,2,11,1,2,False
K9a15,2,13,1,2,False
K9a15,2,15,1,2,False
K9a15,2,17,1,2,False
K9a15,2,19,1,2,False
K9a16,2,7,1,3,True
K9a16,2,9,1,3,True
K9a16,2,11,1,3,True
K9a16,2,13,1,3,True
K9a16,2,15,1,3,True
K9a17,2,7,1,2,False
K9a17,2,9,1,2,False
K9a17,2,11,1,2,False
K9a17,2,13,1,2,False
K9a17,2,15,1,2,False
K9a18,2,7,1,2,False
K9a18,2,9,1,2,False
K9a18,2,11,1,2,False
K9a18,2,13,1,2,False
K9a18,2,15,1,2,False
K9a19,2,11,1,3,True
K9a19,2,13,1,3,True
K9a19,2,15,1,3,True
K9a19,2,17,1,3,True
K9a19,2,19,1,3,True
K9a20,2,11,1,3,True
K9a20,2,13,1,3,True
K9a20,2,15,1,3,True
K9a20,2,17,1,3,True
K9a20,2,19,1,3,True
K9a21,2,7,1,2,False
K9a21,2,9,1,2,False
K9a21,2,11,1,2,False
K9a21,2,13,1,2,False
K9a21,2,15,1,2,False
K9a22,2,7,1,3,True
K9a22,2,9,1,3,True
K9a22,2,11,1,3,True
K9a22,2,13,1,3,True
K9a22,2,15,1,3,True
K9a23,2,11,1,3,True
K9a23,2,13,1,3,True
K9a23,2,15,1,3,True
K9a23,2,17,1,3,True
K9a23,2,19,1,3,True
K9a24,2,7,1,3,True
K9a24,2,9,1,3,True
K9a24,2,11,1,3,True
K9a24,2,13,1,3,True
K9a24,2,15,1,3,True
K9a25,2,11,1,3,True
K9a25,2,13,1,3,True
K9a25,2,15,1,3,True
K9a25,2,17,1,3,True
K9a25,2,19,1,3,True
K9a26,2,7,1,3,True
K9a26,2,9,1,3,True
K9a26,2,11,1,3,True
K9a26,2,13,1,3,True
K9a26,2,15,1,3,True
K9a27,2,3,1,2,False
K9a27,2,5,1,3,True
K9a27,2,7,1,3,True
K9a27,2,9,1,3,True
K9a27,2,11,1,3,True
K9a28,2,11,1,2,False
K9a28,2,13,1,2,False
K9a28,2,15,1,2,False
K9a28,2,17,1,2,False
K9a28,2,19,1,2,False
K9a29,2,7,1,2,False
K9a29,2,9,1,2,False
K9a29,2,11,1,2,False
K9a29,2,13,1,2,False
K9a29,2,15,1,2,False
K9a30,2,7,1,3,True
K9a30,2,9,1,3,True
K9a30,2,11,1,3,True
K9a30,2,13,1,3,True
K9a30,2,15,1,3,True
K9a31,2,11,1,2,False
K9a31,2,13,1,2,False
K9a31,2,15,1,2,False
K9a31,2,17,1,2,False
K9a31,2,19,1,2,False
K9a32,2,7,1,2,False
K9a32,2,9,1,2,False
K9a32,2,11,1,2,False
K9a32,2,13,1,2,False
K9a32,2,15,1,2,False
K9a33,2,11,1,3,True
K9a33,2,13,1,3,True
K9a33,2,15,1,3,True
K9a33,2,17,1,3,True
K9a33,2,19,1,3,True
K9a34,2,7,1,3,True
K9a34,2,9,1,3,True
K9a34,2,11,1,3,True
K9a34,2,13,1,3,True
K9a34,2,15,1,3,True
K9a35,2,7,1,3,True
K9a35,2,9,1,3,True
K9a35,2,11,1,3,True
K9a35,2,13,1,3,True
K9a35,2,15,1,3,True
K9a36,2,3,1,2,False
K9a36,2,5,1,3,True
K9a36,2,7,1,3,True
K9a36,2,9,1,3,True
K9a36,2,11,1,3,True
K9a37,2,11,1,3,True
K9a37,2,13,1,3,True
K9a37,2,15,1,3,True
K9a37,2,17,1,3,True
K9a37,2,19,1,3,True
K9a38,2,11,1,3,True
K9a38,2,13,1,3,True
K9a38,2,15,1,3,True
K9a38,2,17,1,3,True
K9a38,2,19,1,3,True
K9a39,2,7,1,3,True
K9a39,2,9,1,3,True
K9a39,2,11,1,3,True
K9a39,2,13,1,3,True
K9a39,2,15,1,3,True
K9a40,2,3,1,2,False
K9a40,2,5,1,3,True
K9a40,2,7,1,3,True
K9a40,2,9,1,3,True
K9a40,2,11,1,3,True
K9n1,2,7,1,2,False
K9n1,2,9,1,2,False
K9n1,2,11,1,2,False
K9n1,2,13,1,2,False
K9n1,2,15,1,2,False
K9n2,2,7,1,2,False
K9n2,2,9,1,2,False
K9n2,2,11,1,2,False
K9n2,2,13,1,2,False
K9n2,2,15,1,2,False
K9n3,2,11,1,3,True
K9n3,2,13,1,3,True
K9n3,2,15,1,3,True
K9n3,2,17,1,3,True
K9n3,2,19,1,3,True
K9n4,2,7,1,2,False
K9n4,2,9,1,2,False
K9n4,2,11,1,2,False
K9n4,2,13,1,2,False
K9n4,2,15,1,2,False
K9n5,2,3,1,2,False
K9n5,2,5,1,2,False
K9n5,2,7,1,2,False
K9n5,2,9,1,2,False
K9n5,2,11,1,2,False
K9n6,2,7,1,2,False
K9n6,2,9,1,2,False
K9n6,2,11,1,2,False
K9n6,2,13,1,2,False
K9n6,2,15,1,2,False
K9n7,2,11,1,3,True
K9n7,2,13,1,3,True
K9n7,2,15,1,3,True
K9n7,2,17,1,3,True
K9n7,2,19,1,3,True
K9n8,2,7,1,3,True
K9n8,2,9,1,3,True
K9n8,2,11,1,3,True
K9n8,2,13,1,3,True
K9n8,2,15,1,3,True
K10a1,2,11,1,2,False
K10a1,2,13,1,2,False
K10a1,2,15,1,2,False
K10a1,2,17,1,2,False
K10a1,2,19,1,2,False
K10a2,2,11,1,3,True
K10a2,2,13,1,3,True
K10a2,2,15,1,3,True
K10a2,2,17,1,3,True
K10a2,2,19,1,3,True
K10a3,2,11,1,2,False
K10a3,2,13,1,2,False
K10a3,2,15,1,2,False
K10a3,2,17,1,2,False
K10a3,2,19,1,2,False
K10a4,2,11,1,3,True
K10a4,2,13,1,3,True
K10a4,2,15,1,3,True
K10a4,2,17,1,3,True
K10a4,2,19,1,3,True
K10a5,2,7,1,3,True
K10a5,2,9,1,3,True
K10a5,2,11,1,3,True
K10a5,2,13,1,3,True
K10a5,2,15,1,3,True
K10a6,2,11,1,2,False
K10a6,2,13,1,2,False
K10a6,2,15,1,2,False
K10a6,2,17,1,2,False
K10a6,2,19,1,2,False
K10a7,2,11,1,2,False
K10a7,2,13,1,2,False
K10a7,2,15,1,2,False
K10a7,2,17,1,2,False
K10a7,2,19,1,2,False
K10a8,2,11,1,3,True
K10a8,2,13,1,3,True
K10a8,2,15,1,3,True
K10a8,2,17,1,3,True
K10a8,2,19,1,3,True
K10a9,2,7,1,3,True
K10a9,2,9,1,3,True
K10a9,2,11,1,3,True
K10a9,2,13,1,3,True
K10a9,2,15,1,3,True
K10a10,2,11,1,2,False
K10a10,2,13,1,2,False
K10a10,2,15,1,2,False
K10a10,2,17,1,2,False
K10a10,2,19,1,2,False
K10a11,2,11,1,2,False
K10a11,2,13,1,2,False
K10a11,2,15,1,2,False
K10a11,2,17,1,2,False
K10a11,2,19,1,2,False
K10a12,2,7,1,3,True
K10a12,2,9,1,3,True
K10a12,2,11,1,3,True
K10a12,2,13,1,3,True
K10a12,2,15,1,3,True
K10a13,2,11,1,3,True
K10a13,2,13,1,3,True
K10a13,2,15,1,3,True
K10a13,2,17,1,3,True
K10a13,2,19,1,3,True
K10a14,2,7,1,3,True
K10a14,2,9,1,3,True
K10a14,2,11,1,3,True
K10a14,2,13,1,3,True
K10a14,2,15,1,3,True
K10a15,2,15,1,3,True
K10a15,2,17,1,3,True
K10a15,2,19,1,3,True
K10a15,2,21,1,3,True
K10a15,2,23,1,3,True
K10a16,2,11,1,2,False
K10a16,2,13,1,2,False
K10a16,2,15,1,2,False
K10a16,2,17,1,2,False
K10a16,2,19,1,2,False
K10a17,2,11,1,3,True
K10a17,2,13,1,3,True
K10a17,2,15,1,3,True
K10a17,2,17,1,3,True
K10a17,2,19,1,3,True
K10a18,2,11,1,2,False
K10a18,2,13,1,2,False
K10a18,2,15,1,2,False
K10a18,2,17,1,2,False
K10a18,2,19,1,2,False
K10a19,2,7,1,2,False
K10a19,2,9,1,2,False
K10a19,2,11,1,2,False
K10a19,2,13,1,2,False
K10a19,2,15,1,2,False
K10a20,2,7,1,2,False
K10a20,2,9,1,2,False
K10a20,2,11,1,2,False
K10a20,2,13,1,2,False
K10a20,2,15,1,2,False
K10a21,2,11,1,2,False
K10a21,2,13,1,2,False
K10a21,2,15,1,2,False
K10a21,2,17,1,2,False
K10a21,2,19,1,2,False
K10a22,2,11,1,2,False
K10a22,2,13,1,2,False
K10a22,2,15,1,2,False
K10a22,2,17,1,2,False
K10a22,2,19,1,2,False
K10a23,2,7,1,2,False
K10a23,2,9,1,2,False
K10a23,2,11,1,2,False
K10a23,2,13,1,2,False
K10a23,2,15,1,2,False
K10a24,2,11,1,2,False
K10a24,2,13,1,2,False
K10a24,2,15,1,2,False
K10a24,2,17,1,2,False
K10a24,2,19,1,2,False
K10a25,2,11,1,2,False
K10a25,2,13,1,2,False
K10a25,2,15,1,2,False
K10a25,2,17,1,2,False
K10a25,2,19,1,2,False
K10a26,2,11,1,3,True
K10a26,2,13,1,3,True
K10a26,2,15,1,3,True
K10a26,2,17,1,3,True
K10a26,2,19,1,3,True
K10a27,2,11,1,2,False
K10a27,2,13,1,2,False
K10a27,2,15,1,2,False
K10a27,2,17,1,2,False
K10a27,2,19,1,2,False
K10a28,2,11,1,3,True
K10a28,2,13,1,3,True
K10a28,2,15,1,3,True
K10a28,2,17,1,3,True
K10a28,2,19,1,3,True
K10a29,2,7,1,3,True
K10a29,2,9,1,3,True
K10a29,2,11,1,3,True
K10a29,2,13,1,3,True
K10a29,2,15,1,3,True
K10a30,2,11,1,2,False
K10a30,2,13,1,2,False
K10a30,2,15,1,2,False
K10a30,2,17,1,2,False
K10a30,2,19,1,2,False
K10a31,2,11,1,2,False
K10a31,2,13,1,2,False
K10a31,2,15,1,2,False
K10a31,2,17,1,2,False
K10a31,2,19,1,2,False
K10a32,2,11,1,3,True
K10a32,2,13,1,3,True
K10a32,2,15,1,3,True
K10a32,2,17,1,3,True
K10a32,2,19,1,3,True
K10a33,2,11,1,3,True
K10a33,2,13,1,3,True
K10a33,2,15,1,3,True
K10a33,2,17,1,3,True
K10a33,2,19,1,3,True
K10a34,2,7,1,3,True
K10a34,2,9,1,3,True
K10a34,2,11,1,3,True
K10a34,2,13,1,3,True
K10a34,2,15,1,3,True
K10a35,2,11,1,3,True
K10a35,2,13,1,3,True
K10a35,2,15,1,3,True
K10a35,2,17,1,3,True
K10a35,2,19,1,3,True
K10a36,2,11,1,3,True
K10a36,2,13,1,3,True
K10a36,2,15,1,3,True
K10a36,2,17,1,3,True
K10a36,2,19,1,3,True
K10a37,2,7,1,3,True
K10a37,2,9,1,3,True
K10a37,2,11,1,3,True
K10a37,2,13,1,3,True
K10a37,2,15,1,3,True
K10a38,2,11,1,2,False
K10a38,2,13,1,2,False
K10a38,2,15,1,2,False
K10a38,2,17,1,2,False
K10a38,2,19,1,2,False
K10a39,2,11,1,2,False
K10a39,2,13,1,2,False
K10a39,2,15,1,2,False
K10a39,2,17,1,2,False
K10a39,2,19,1,2,False
K10a40,2,11,1,3,True
K10a40,2,13,1,3,True
K10a40,2,15,1,3,True
K10a40,2,17,1,3,True
K10a40,2,19,1,3,True
K10a41,2,15,1,3,True
K10a41,2,17,1,3,True
K10a41,2,19,1,3,True
K10a41,2,21,1,3,True
K10a41,2,23,1,3,True
K10a42,2,11,1,2,False
K10a42,2,13,1,2,False
K10a42,2,15,1,2,False
K10a42,2,17,1,2,False
K10a42,2,19,1,2,False
K10a43,2,11,1,2,False
K10a43,2,13,1,2,False
K10a43,2,15,1,2,False
K10a43,2,17,1,2,False
K10a43,2,19,1,2,False
K10a44,2,7,1,2,False
K10a44,2,9,1,2,False
K10a44,2,11,1,2,False
K10a44,2,13,1,2,False
K10a44,2,15,1,2,False
K10a45,2,7,1,3,True
K10a45,2,9,1,3,True
K10a45,2,11,1,3,True
K10a45,2,13,1,3,True
K10a45,2,15,1,3,True
K10a46,2,11,1,3,True
K10a46,2,13,1,3,True
K10a46,2,15,1,3,True
K10a46,2,17,1,3,True
K10a46,2,19,1,3,True
K10a47,2,11,1,2,False
K10a47,2,13,1,2,False
K10a47,2,15,1,2,False
K10a47,2,17,1,2,False
K10a47,2,19,1,2,False
K10a48,2,11,1,2,False
K10a48,2,13,1,2,False
K10a48,2,15,1,2,False
K10a48,2,17,1,2,False
K10a48,2,19,1,2,False
K10a49,2,7,1,2,False
K10a49,2,9,1,2,False
K10a49,2,11,1,2,False
K10a49,2,13,1,2,False
K10a49,2,15,1,2,False
K10a50,2,11,1,3,True
K10a50,2,13,1,3,True
K10a50,2,15,1,3,True
K10a50,2,17,1,3,True
K10a50,2,19,1,3,True
K10a51,2,7,1,3,True
K10a51,2,9,1,3,True
K10a51,2,11,1,3,True
K10a51,2,13,1,3,True
K10a51,2,15,1,3,True
K10a52,2,11,1,2,False
K10a52,2,13,1,2,False
K10a52,2,15,1,2,False
K10a52,2,17,1,2,False
K10a52,2,19,1,2,False
K10a53,2,11,1,3,True
K10a53,2,13,1,3,True
K10a53,2,15,1,3,True
K10a53,2,17,1,3,True
K10a53,2,19,1,3,True
K10a54,2,7,1,2,False
K10a54,2,9,1,2,False
K10a54,2,11,1,2,False
K10a54,2,13,1,2,False
K10a54,2,15,1,2,False
K10a55,2,11,1,2,False
K10a55,2,13,1,2,False
K10a55,2,15,1,2,False
K10a55,2,17,1,2,False
K10a55,2,19,1,2,False
K10a56,2,15,1,3,True
K10a56,2,17,1,3,True
K10a56,2,19,1,3,True
K10a56,2,21,1,3,True
K10a56,2,23,1,3,True
K10a57,2,11,1,2,False
K10a57,2,13,1,2,False
K10a57,2,15,1,2,False
K10a57,2,17,1,2,False
K10a57,2,19,1,2,False
K10a58,2,11,1,2,False
K10a58,2,13,1,2,False
K10a58,2,15,1,2,False
K10a58,2,17,1,2,False
K10a58,2,19,1,2,False
K10a59,2,15,1,3,True
K10a59,2,17,1,3,True
K10a59,2,19,1,3,True
K10a59,2,21,1,3,True
K10a59,2,23,1,3,True
K10a60,2,11,1,3,True
K10a60,2,13,1,3,True
K10a60,2,15,1,3,True
K10a60,2,17,1,3,True
K10a60,2,19,1,3,True
K10a61,2,11,1,3,True
K10a61,2,13,1,3,True
K10a61,2,15,1,3,True
